index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
14,prerank,Pattern Recognition Receptor Signaling Pathway (GO:0002221),0.7770795943994429,2.376784684581237,0.0,0.0,0.0,29/47,12.68%,IFIH1;RIGI;TIFA;FFAR2;NOD2;ALPK1;TLR7;CASP1;DHX58;TLR8;MEFV;TRIM25;TLR1;TLR2;TBK1;CTSS;TLR4;CGAS;NOD1;LY96;TLR5;TLR6;NAIP;CLEC4E;NLRC4;TLR10;FCN1;BCL10;NLRP3
15,prerank,Interferon-Mediated Signaling Pathway (GO:0140888),0.8546144082722237,2.3721489572250154,0.0,0.0,0.0,19/28,9.65%,STAT1;STAT2;IRF1;IFITM3;OAS2;JAK2;IFI27;IFITM1;SP100;HDAC4;TANK;TBK1;IFNAR2;IFNAR1;HCK;IL10RB;MYD88;IFITM2;IFNGR2
16,prerank,Response To Type II Interferon (GO:0034341),0.7722221500189985,2.3683776598526,0.0,0.0,0.0,29/49,9.87%,GBP5;GBP1;GBP4;STAT1;GBP2;GCH1;GBP6;IFITM3;NUB1;TRIM21;CASP1;CCL2;BST2;MEFV;CALCOCO2;CXCL16;LGALS9;IFITM1;SP100;TLR2;CD40;CIITA;TLR4;IL12RB1;SHFL;CD74;HLA-DPA1;IFITM2;AIF1
17,prerank,Gene Expression (GO:0010467),-0.4606865143203505,-2.357762934066887,0.0,6.256166955837231e-05,0.001,92/264,12.57%,RPS27;RPL13A;RPS18;GZMB;RPL3;RPS5;RPL13;RPS15A;RPL36;RPL37A;RPS21;RPS19;RPSA;RPL18A;RPS3;RPLP2;RPS28;RPL10A;RPL23A;RPS6;RPL39;GZMA;RPS20;RPL10;RPLP0;RPL18;RPL9;RPL32;RPS16;RPS14;RPL7A;RPS10;RPL27A;RPS25;RPL30;RPL29;RPS17;RPL35;RPS4X;RPS15;RPL12;RPL37;RPL4;RPS23;RPS29;RPS7;RPL14;RPL5;RPL27;RPL38;RPL41;RPS3A;RPS8;RPL24;RPL8;RPL19;RPS13;RPLP1;RPL35A;RPS2;RPS27A;RPL11;EEF1A1;RPL17;RPL22;RPS26;RPL6;RPS11;PABPC4;RPL26;RPL15;RPL31;RPL7;RPL21;MRPL41;FAU;RPL28;MRPS18B;MRPL9;EXOSC5;MRPL43;EXOSC7;MRPS21;MRPL11;LMF1;EXOSC2;TESC;MRPL34;THOC3;MRPL55;RPL34;MRPL10
18,prerank,Positive Regulation Of Type I Interferon Production (GO:0032481),0.7392572850951982,2.353891063036571,0.0,0.0,0.0,22/60,6.24%,STAT1;OAS3;ISG15;IFIH1;RIGI;OAS1;IRF7;IRF1;OAS2;TLR7;DHX58;TLR8;RIPK2;TLR2;TANK;TBK1;TRIM56;TICAM2;TLR4;XIAP;CGAS;DDX3X
19,prerank,Ribosome Assembly (GO:0042255),-0.6137093109846055,-2.333610745498777,0.0,5.474146086357578e-05,0.001,18/44,9.91%,RPS27;RPS5;RPS19;RPSA;RPS28;NOP53;RPL23A;RPL10;RPLP0;RPS14;RPS15;RPL5;RPL11;NPM1;RPL6;MRPS2;NLE1;MTERF4
20,prerank,Regulation Of Immune Response (GO:0050776),0.7268307822456426,2.325434521381345,0.0,0.0,0.0,23/55,6.94%,FCGR1A;FCGR1BP;RSAD2;PLSCR1;IRF7;IRF1;DHX58;BCL6;SAMHD1;LYN;FCGR3B;IL15;HLA-DRA;FCGR3A;XIAP;N4BP1;SPPL2A;CGAS;FCGR2B;IL4I1;FGR;HLA-G;NFE2L2
21,prerank,Positive Regulation Of Interleukin-6 Production (GO:0032755),0.7384339322662327,2.319316867436286,0.0,0.0,0.0,28/54,11.83%,IFIH1;RIGI;NOD2;TLR7;TLR8;STAT3;LGALS9;TLR1;IL1B;TLR2;SCIMP;F2RL1;TLR4;CLEC7A;TNF;TMEM106A;SIGLEC16;LCP1;AKIRIN2;IL6R;CD74;TLR6;IL17RA;LILRB2;MYD88;AIF1;BCL10;LILRP2
22,prerank,Ribonucleoprotein Complex Biogenesis (GO:0022613),-0.5117286385362966,-2.3109451933524867,0.0,4.8659076323178466e-05,0.001,27/113,6.95%,RPS27;RPS5;RPS15A;RPS19;RPS28;RPS6;RPS16;RPS14;RPS25;RPS17;RPS4X;RPS15;RPS23;RPS7;RPL14;RPL5;RPL38;RPS3A;RPS8;RPS13;FBL;RPL35A;RPL11;NPM1;RPS11;RPL26;RPL7
23,prerank,rRNA Processing (GO:0006364),-0.5200696047078396,-2.2927819369085762,0.0,8.758633738172125e-05,0.002,53/96,29.94%,RPS27;RPS19;RPS28;NOP53;RPS6;RPS16;RPS14;RPS25;RPS17;RPS15;RPS7;RPL14;RPL5;RPL27;FBL;RPL35A;RPL11;RPL26;NOB1;RPL7;TSR3;EXOSC5;PELP1;EXOSC7;EXOSC2;NOP56;NSA2;SNU13;SPPL2B;PIH1D1;LYAR;NOP58;NHP2;MRTO4;DDX27;NOP2;WDR74;RRP9;MPHOSPH6;WDR18;MRM1;NOP14;NAT10;NOL9;RRP7BP;RPS24;EXOSC10;SBDS;NOC4L;RRP7A;UTP4;EMG1;MRM2
24,prerank,Cellular Response To Type I Interferon (GO:0071357),0.8666161206756982,2.2836661739639776,0.0,0.0,0.0,15/22,9.06%,STAT1;STAT2;IFIT1;IFITM3;OAS2;IFI27;IFITM1;SP100;HDAC4;TANK;TBK1;IFNAR2;IFNAR1;MYD88;IFITM2
25,prerank,Regulation Of Interferon-Beta Production (GO:0032648),0.740564992836044,2.2765047011205506,0.0,0.0,0.0,20/48,8.84%,OAS3;ISG15;IFIH1;RIGI;OAS1;IRF7;IRF1;OAS2;TLR7;TLR8;RIPK2;LILRB1;TLR2;TBK1;TRIM56;TLR4;DDX3X;RELB;MORC3;REL
26,prerank,Regulation Of Response To External Stimulus (GO:0032101),0.6806043950418195,2.2744888447271436,0.0,0.0,0.0,29/80,9.21%,HERC5;IRF1;JAK2;PIK3AP1;TRIM5;NOD2;CASP1;DHX58;BCL6;CARD16;SAMHD1;CASP4;SBNO2;CCR2;PTGS2;USP18;CD36;F2RL1;XIAP;N4BP1;CGAS;FCGR2B;FGR;CYRIB;CYLD;NFE2L2;HCK;MYD88;STK24
27,prerank,Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.8611314649011051,2.2533831113371683,0.0,0.0,0.0,14/21,9.06%,STAT1;STAT2;IFITM3;OAS2;IFI27;IFITM1;SP100;HDAC4;TANK;TBK1;IFNAR2;IFNAR1;MYD88;IFITM2
28,prerank,Response To Interferon-Beta (GO:0035456),0.824924124657062,2.2435712299827038,0.0,0.0,0.0,15/24,9.06%,STAT1;XAF1;PLSCR1;OAS1;IRF1;AIM2;IFITM3;IFI16;BST2;IFITM1;MNDA;IFNAR2;SHFL;IFNAR1;IFITM2
29,prerank,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),0.7756230504243695,2.243559715744579,0.0,0.0,0.0,17/34,8.40%,RSAD2;IFI35;OASL;DDX60;WDFY1;DHX58;USP15;TLR1;TLR2;TASL;F2RL1;TICAM2;DDX3X;TLR5;RTN4;PJA2;SLC15A4
30,prerank,Antiviral Innate Immune Response (GO:0140374),0.7669116324696106,2.2427728302312055,0.0,0.0,0.0,14/37,5.30%,CXCL10;IFIT3;IFIT1;IFIT2;IFIH1;RIGI;MX1;OAS1;EIF2AK2;DHX58;TRIM25;USP18;TBK1;TNF
31,prerank,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),0.7341784372033213,2.241148980735127,0.0,0.0,0.0,29/46,13.38%,GBP5;AIM2;JAK2;IFI16;NOD2;CASP1;P2RX7;TLR8;RIPK2;MEFV;STAT3;LGALS9;CD36;GSDMD;F2RL1;TLR4;MNDA;CLEC7A;TNF;TMEM106A;LCP1;TLR6;NAIP;NLRC4;MYD88;LILRP2;NLRP3;PANX1;CARD8
32,prerank,Regulation Of Defense Response (GO:0031347),0.681983437024748,2.2396622298054973,0.0,0.0,0.0,24/66,8.54%,HERC5;IRF1;JAK2;PIK3AP1;NOD2;CASP1;DHX58;BCL6;CARD16;SAMHD1;CASP4;SBNO2;CCR2;PTGS2;USP18;XIAP;N4BP1;CGAS;FCGR2B;FGR;CYLD;NFE2L2;HCK;MYD88
33,prerank,Ribosomal Small Subunit Assembly (GO:0000028),-0.751253302356066,-2.2350414097771587,0.0,0.00011943591461143806,0.003,7/16,2.41%,RPS27;RPS5;RPS19;RPSA;RPS28;RPS14;RPS15
34,prerank,Ribosomal Large Subunit Biogenesis (GO:0042273),-0.5784973388607632,-2.2311787624620836,0.0,0.0001459772289695354,0.004,21/48,20.40%,NOP53;RPL23A;RPL10;RPLP0;RPL14;RPL5;RPL35A;RPL11;NPM1;RPL6;RPL26;RPL7;NLE1;NSA2;GTF3A;PPAN;MRTO4;SURF6;NOP16;NOP2;WDR74
35,prerank,Regulation Of Innate Immune Response (GO:0045088),0.6813746589221961,2.229124867125505,0.0,0.0,0.0,33/70,13.87%,GBP5;PARP9;IFI35;PLSCR1;IRF1;TRAFD1;IFI16;TRIM21;DHX58;TLR8;SAMHD1;TASL;TRIM56;FPR2;XIAP;N4BP1;CGAS;FCGR2B;FGR;NFE2L2;AKIRIN2;HLA-E;SLC15A4;PTPN1;ZDHHC18;PTPN6;RNF185;TREX1;TNFAIP3;IRAK3;ERAP1;RIOK3;BIRC2
36,prerank,Positive Regulation Of Response To External Stimulus (GO:0032103),0.6502592767173029,2.228456620103841,0.0,0.0,0.0,49/107,13.33%,GBP5;SCARF1;IFI35;PLSCR1;AIM2;TLR7;CASP1;TLR8;MEFV;CASP4;CCR2;IL1B;TLR2;TASL;SCIMP;IL15;GSDMD;TRIM56;F2RL1;STX3;RNF31;FPR2;TLR4;TNFRSF1A;TNF;SIGLEC16;LCP1;MDK;LY96;USF1;NFKBIZ;AKIRIN2;RIPK1;EMILIN2;NAIP;IL17RA;SLC15A4;NLRC4;PTGER4;AIF1;NFKBIA;RNF185;TGFB1;PLA2G7;LILRP2;OSM;NLRP3;NINJ1;RIOK3
37,prerank,Positive Regulation Of Cytokine Production (GO:0001819),0.6016236776997416,2.2242513414855143,0.0,0.0,0.0,87/230,12.22%,GBP5;CD274;ISG15;IFIH1;RIGI;IRF7;IRF1;JAK2;IFI16;EIF2AK2;FFAR2;NOD2;TLR7;CD46;CASP1;PDE4B;DHX58;TLR8;RIPK2;STAT3;LGALS9;TLR1;LILRB1;HPSE;CCR2;IL1B;PTGS2;TLR2;TANK;SCIMP;IL15;CD40;TBK1;F2RL1;PRKD2;BTN3A1;FFAR3;NFAM1;TICAM2;PTPRC;TLR4;CLEC7A;TNF;TMEM106A;XIAP;SORL1;CGAS;SIGLEC16;LCP1;FGR;HLA-G;MDK;DDX3X;IL12RB1;NOD1;CYRIB;CLEC9A;MAPK14;CEBPB;TLR5;AKIRIN2;IL6R;HIF1A;RIPK1;HLA-E;CD74;TLR6;HLA-DPA1;TRIM27;IL17RA;LILRB2;RAB1A;MYD88;BTN3A2;PTGER4;FCER1G;SPHK1;AIF1;TGFB1;HLA-A;RARA;IRF5;FCN1;BCL10;LILRP2;OSM;ZBTB7B
38,prerank,Positive Regulation Of Interleukin-1 Production (GO:0032732),0.7076192687345199,2.2111985804647527,0.0,0.0,0.0,29/51,13.38%,GBP5;AIM2;JAK2;IFI16;NOD2;CASP1;P2RX7;TLR8;RIPK2;MEFV;STAT3;LGALS9;CD36;GSDMD;F2RL1;TLR4;MNDA;CLEC7A;TNF;TMEM106A;LCP1;TLR6;NAIP;NLRC4;MYD88;LILRP2;NLRP3;PANX1;CARD8
39,prerank,Regulation Of Interleukin-1 Beta Production (GO:0032651),0.6882272623328087,2.2106362657865435,0.0,0.0,0.0,35/62,13.38%,GBP5;AIM2;JAK2;IFI16;NOD2;CASP1;P2RX7;TLR8;RIPK2;MEFV;CARD16;STAT3;LGALS9;ELF4;CD36;GSDMD;F2RL1;LILRB4;TLR4;MNDA;CLEC7A;TNF;TMEM106A;LCP1;SERPINB1;TLR6;NAIP;NLRC4;MYD88;ZC3H12A;LILRP2;TNFAIP3;NLRP3;PANX1;CARD8
40,prerank,Defense Response To Bacterium (GO:0042742),0.6454030549917983,2.2043531092324145,0.0,0.0,0.0,42/107,9.61%,GBP1;GBP4;OAS3;ISG15;GBP2;OAS1;GBP6;SLAMF8;OAS2;GBP3;RNF213;NOD2;ZNFX1;CASP1;RBCK1;ANXA3;CASP4;IL1B;MR1;TLR2;PI3;GSDMD;RNF31;FPR2;TLR4;FGR;NOD1;CEBPB;SLPI;AKIRIN2;IL6R;HLA-E;H2BC21;TLR6;NAIP;RAB1A;PRKCD;NLRC4;MYD88;FCER1G;MICA;LYZ
41,prerank,ncRNA Processing (GO:0034470),-0.4828986113385579,-2.196665795639499,0.0,0.00037055758123035907,0.011,51/96,30.25%,RPS27;RPS19;RPS28;NOP53;RPS6;RPS16;TSEN54;RPS25;RPS17;RPS15;RPS7;RPL14;RPL5;RPL27;FBL;RPL35A;RPL11;RPL26;NOB1;RPL7;RPP21;EXOSC5;PELP1;EXOSC7;EXOSC2;NOP56;TUT1;SPPL2B;PIH1D1;LYAR;NOP58;MRTO4;DDX27;WDR74;RRP9;INTS11;WDR18;INTS14;NOP14;RRP7BP;RPS24;POP7;EXOSC10;THG1L;SBDS;NOC4L;RRP7A;EMG1;FARS2;MRM2;INTS5
42,prerank,Positive Regulation Of Defense Response (GO:0031349),0.6472033391100622,2.1750602450650685,0.0,3.972609066011319e-05,0.001,41/90,13.33%,GBP5;IFI35;PLSCR1;AIM2;TLR7;CASP1;TLR8;MEFV;CASP4;CCR2;IL1B;TLR2;TASL;IL15;GSDMD;TRIM56;RNF31;FPR2;TLR4;TNFRSF1A;TNF;SIGLEC16;LCP1;MDK;NFKBIZ;AKIRIN2;RIPK1;EMILIN2;NAIP;IL17RA;SLC15A4;NLRC4;PTGER4;NFKBIA;RNF185;PLA2G7;LILRP2;OSM;NLRP3;NINJ1;RIOK3
43,prerank,Regulation Of Chemokine Production (GO:0032642),0.7688155827891956,2.167239410044174,0.0,3.844460386462567e-05,0.001,15/27,9.87%,EIF2AK2;FFAR2;TLR7;LGALS9;TLR2;F2RL1;LILRB4;FFAR3;TLR4;TNF;LCP1;IL6R;HIF1A;CD74;AIF1
44,prerank,Regulation Of Interleukin-8 Production (GO:0032677),0.6724129401148481,2.164994872618631,0.0,3.7243209993856114e-05,0.001,25/61,8.54%,RIGI;FFAR2;NOD2;TLR7;TLR8;STAT3;LGALS9;BCL3;TLR1;IL1B;TLR2;F2RL1;PRKD2;PTPRC;TLR4;CLEC7A;TNF;NOD1;TLR5;RIPK1;CD74;TLR6;KLF4;RAB1A;MYD88
45,prerank,Positive Regulation Of Interleukin-8 Production (GO:0032757),0.698968033469323,2.162380569582863,0.0,3.611462787283017e-05,0.001,23/46,11.82%,RIGI;FFAR2;NOD2;TLR7;TLR8;STAT3;LGALS9;TLR1;IL1B;TLR2;F2RL1;PRKD2;TLR4;CLEC7A;TNF;NOD1;TLR5;RIPK1;CD74;RAB1A;MYD88;FCN1;BCL10
46,prerank,Cellular Response To Type II Interferon (GO:0071346),0.7265637905138335,2.1612720659907123,0.0,3.505243293539399e-05,0.001,19/39,9.87%,GBP5;GBP1;GBP4;STAT1;GBP2;GBP6;IRF1;JAK2;CASP1;CCL2;LGALS9;SP100;TLR2;TLR4;IL12RB1;HCK;HLA-DPA1;IFNGR2;AIF1
47,prerank,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),0.7678055307986097,2.1585394330922005,0.0,3.405093485152559e-05,0.001,13/28,10.54%,OAS3;STAT2;ISG15;OAS1;NLRC5;SAMHD1;RBM47;USP18;TRIM56;PTPN1;PTPN6;YTHDF3;RNF185
48,prerank,Regulation Of Interleukin-6 Production (GO:0032675),0.6468780216830351,2.155179669555398,0.0,3.310507555009433e-05,0.001,36/84,12.98%,IFIH1;RIGI;NOD2;TLR7;TLR8;STAT3;LGALS9;TLR1;IL1B;TLR2;ELF4;SCIMP;F2RL1;LILRB4;TLR4;CLEC7A;TNF;TMEM106A;SIGLEC16;LCP1;GAS6;AKIRIN2;IL6R;CD74;TLR6;IL17RA;HLA-B;LILRB2;MYD88;AIF1;PTPN6;ZC3H12A;BCL10;LILRP2;TNFAIP3;IRAK3
49,prerank,Negative Regulation Of Innate Immune Response (GO:0045824),0.705589814703637,2.143521965701087,0.0,3.221034377847016e-05,0.001,14/48,3.36%,SERPING1;OAS3;STAT2;ISG15;OAS1;SLAMF8;TRAFD1;IFI16;TRIM21;NLRC5;DHX58;SAMHD1;USP15;USP18
