GeneID,log2FC,pvalue,padj,significant,Symbol,Description,GeneType
100128385,0.936898116569626,8.974387998509317e-06,0.0017450120311468078,True,FAM225B,family with sequence similarity 225 member B,ncRNA
388564,-0.681769713932356,8.552254598580049e-06,0.0017450120311468078,True,TMEM238,transmembrane protein 238,protein-coding
729041,-0.736253769652321,9.531902940970012e-06,0.0017921187612686075,True,FAAHP1,fatty acid amide hydrolase pseudogene 1,pseudo
7923,-0.898077103645019,9.72746446372283e-06,0.0017921187612686075,True,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,protein-coding
257101,-1.0269524113843116,9.636900291073193e-06,0.0017921187612686075,True,ZNF683,zinc finger protein 683,protein-coding
79651,1.798042451674005,9.91554383722603e-06,0.0018020830954980117,True,RHBDF2,rhomboid 5 homolog 2,protein-coding
102465801,1.7191218027716673,1.0174259073807867e-05,0.001824448137115227,True,MIR7703,microRNA 7703,ncRNA
9997,1.4607275965790354,1.0538036489605372e-05,0.001840598087645489,True,SCO2,synthesis of cytochrome C oxidase 2,protein-coding
9934,2.7643906904151145,1.04941987699469e-05,0.001840598087645489,True,P2RY14,purinergic receptor P2Y14,protein-coding
166012,-0.8293524302537791,1.0878940050073884e-05,0.0018757803170954316,True,CHST13,carbohydrate sulfotransferase 13,protein-coding
1628,-1.024993958086999,1.118044499790681e-05,0.0019033646174284645,True,DBP,D-box binding PAR bZIP transcription factor,protein-coding
101154753,1.1667676264092548,1.162852642447889e-05,0.001954900648535207,True,PANDAR,promoter of CDKN1A antisense DNA damage activated RNA,ncRNA
10791,2.637509133105853,1.1923271403465719e-05,0.0019797046556198823,True,VAMP5,vesicle associated membrane protein 5,protein-coding
10184,1.7825233627406827,1.2387545980576823e-05,0.0020278932764047283,True,LHFPL2,LHFPL tetraspan subfamily member 2,protein-coding
8638,1.9097443423222429,1.2515067435615468e-05,0.0020278932764047283,True,OASL,2'-5'-oligoadenylate synthetase like,protein-coding
28557,-0.9469644981559924,1.2754089309159086e-05,0.002042020799034292,True,TRBV30,T cell receptor beta variable 30,other
3820,-1.3158339978521276,1.2909151869333452e-05,0.002042531570478419,True,KLRB1,killer cell lectin like receptor B1,protein-coding
23780,1.8646228995356111,1.3700144526947778e-05,0.002133521364676569,True,APOL2,apolipoprotein L2,protein-coding
6352,-1.3250422517061704,1.3866651768037494e-05,0.002133521364676569,True,CCL5,C-C motif chemokine ligand 5,protein-coding
113230,-0.5258348465568436,1.3960136819952271e-05,0.002133521364676569,True,MISP3,MISP family member 3,protein-coding
3665,1.7467089707582097,1.4230524231715371e-05,0.0021504080942959555,True,IRF7,interferon regulatory factor 7,protein-coding
6692,-1.2193954733241936,1.5481629003203913e-05,0.0021962008149944813,True,SPINT1,"serine peptidase inhibitor, Kunitz type 1",protein-coding
163351,1.3440133822406073,1.4917195961449368e-05,0.0021962008149944813,True,GBP6,guanylate binding protein family member 6,protein-coding
3003,-1.3999775891728938,1.4705032111907826e-05,0.0021962008149944813,True,GZMK,granzyme K,protein-coding
5698,1.6133967907391256,1.5513352474122665e-05,0.0021962008149944813,True,PSMB9,proteasome 20S subunit beta 9,protein-coding
10663,-1.1390182269413378,1.5067364967255883e-05,0.0021962008149944813,True,CXCR6,C-X-C motif chemokine receptor 6,protein-coding
284677,1.5346548687693755,1.5277099894526813e-05,0.0021962008149944813,True,SNHG28,small nucleolar RNA host gene 28,ncRNA
6640,-0.7770832398769567,1.7199762508584267e-05,0.0024063547092240305,True,SNTA1,syntrophin alpha 1,protein-coding
53822,-1.0617985425600154,1.7355670071732542e-05,0.0024063547092240305,True,FXYD7,FXYD domain containing ion transport regulator 7,protein-coding
94059,-0.6777025210148877,1.8285514619820606e-05,0.002434870159623439,True,LENG9,leukocyte receptor cluster member 9,protein-coding
22809,0.9747359782372795,1.798439861737727e-05,0.002434870159623439,True,ATF5,activating transcription factor 5,protein-coding
4938,1.6610780129859513,1.804804426237203e-05,0.002434870159623439,True,OAS1,2'-5'-oligoadenylate synthetase 1,protein-coding
51673,-1.2592433232548907,1.820039496648529e-05,0.002434870159623439,True,TPPP3,tubulin polymerization promoting protein family member 3,protein-coding
105376843,-1.0249170129376637,1.853130343821423e-05,0.0024434068621621884,True,SNHG25,small nucleolar RNA host gene 25,ncRNA
4940,2.5561870457968507,1.8858176247983752e-05,0.0024623651685352767,True,OAS3,2'-5'-oligoadenylate synthetase 3,protein-coding
4502,1.312389897074854,1.908554434397236e-05,0.0024680912104046568,True,MT2A,metallothionein 2A,protein-coding
100996318,2.2294942991710234,1.931412913101967e-05,0.002473864025553177,True,LOC100996318,uncharacterized LOC100996318,ncRNA
10410,1.8058935091211854,2.0017723866354663e-05,0.002492762669246332,True,IFITM3,interferon induced transmembrane protein 3,protein-coding
164091,-0.7759221990988638,1.98553465680065e-05,0.002492762669246332,True,PAQR7,progestin and adipoQ receptor family member 7,protein-coding
219537,2.298596058322635,1.9774443506882736e-05,0.002492762669246332,True,SMTNL1,smoothelin like 1,protein-coding
9050,2.581650447819343,2.166607909093897e-05,0.0026698766726806172,True,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,protein-coding
23764,1.4057091207347745,2.2035564775637483e-05,0.0026698766726806172,True,MAFF,MAF bZIP transcription factor F,protein-coding
56935,1.3823483092522895,2.1968258727198977e-05,0.0026698766726806172,True,SMCO4,single-pass membrane protein with coiled-coil domains 4,protein-coding
643988,-0.661687851198004,2.2656790648274625e-05,0.0027041166089825965,True,FNDC10,fibronectin type III domain containing 10,protein-coding
53831,1.142195459173141,2.272028974756736e-05,0.0027041166089825965,True,GPR84,G protein-coupled receptor 84,protein-coding
3627,2.863382676087686,2.3179973748779315e-05,0.0027346269030467806,True,CXCL10,C-X-C motif chemokine ligand 10,protein-coding
100616400,-1.0333991851460929,2.4567553258876247e-05,0.0028487751096472843,True,MIR3198-2,microRNA 3198-2,ncRNA
5414,1.3393698324514445,2.4571188394608147e-05,0.0028487751096472843,True,SEPTIN4,septin 4,protein-coding
55647,1.669861091517293,2.5463928002470018e-05,0.002902240404281519,True,RAB20,"RAB20, member RAS oncogene family",protein-coding
101929447,-0.8305520549310321,2.528927496671248e-05,0.002902240404281519,True,IATPR,ITGB1 adjacent tumor promoting lncRNA,ncRNA
4058,-1.1030811115563648,2.5868505698828794e-05,0.002923575908769315,True,LTK,leukocyte receptor tyrosine kinase,protein-coding
4784,0.27113318817279897,2.6786485950621693e-05,0.002977284707024059,False,NFIX,nuclear factor I X,protein-coding
9672,0.9953580814272383,2.6721929404619902e-05,0.002977284707024059,True,SDC3,syndecan 3,protein-coding
28592,-0.860507082997211,2.7476182008816668e-05,0.0030060096902120837,True,TRBV7-6,T cell receptor beta variable 7-6,other
27074,2.2076173707098503,2.7556768435596294e-05,0.0030060096902120837,True,LAMP3,lysosomal associated membrane protein 3,protein-coding
7052,0.7105650091797072,2.7715458516343103e-05,0.0030060096902120837,True,TGM2,transglutaminase 2,protein-coding
112268006,-0.6113528242132529,2.935216325655298e-05,0.0030365941818260083,True,LOC112268006,,
112268267,2.1185237585506558,2.93345755723137e-05,0.0030365941818260083,True,LOC112268267,uncharacterized LOC112268267,ncRNA
7130,2.6178134260058594,2.912038791431421e-05,0.0030365941818260083,True,TNFAIP6,TNF alpha induced protein 6,protein-coding
5819,1.0651782074788805,2.9059721393303462e-05,0.0030365941818260083,True,NECTIN2,nectin cell adhesion molecule 2,protein-coding
678655,-0.8926324855382379,2.9320125207993093e-05,0.0030365941818260083,True,CD27-AS1,CD27 antisense RNA 1,ncRNA
54923,-1.087260287901457,2.8550896170730313e-05,0.0030365941818260083,True,LIME1,Lck interacting transmembrane adaptor 1,protein-coding
407014,-1.153669755408186,2.992220310447914e-05,0.003071936714138473,True,MIR25,microRNA 25,ncRNA
59307,-1.1348554978749172,3.057983616430285e-05,0.0031156683073765836,True,SIGIRR,single Ig and TIR domain containing,protein-coding
4599,1.8469333209929824,3.120468154801978e-05,0.0031554267830023906,True,MX1,MX dynamin like GTPase 1,protein-coding
440836,1.6811400050872338,3.1513338134950366e-05,0.0031628573475891604,True,ODF3B,outer dense fiber of sperm tails 3B,protein-coding
50512,-0.5316638865525066,3.31520083141345e-05,0.0032593268328791163,True,PODXL2,podocalyxin like 2,protein-coding
100131176,-1.0613670120908314,3.320155967762949e-05,0.0032593268328791163,True,WDR86-AS1,WDR86 antisense RNA 1,ncRNA
939,-1.004907568637671,3.309995768951992e-05,0.0032593268328791163,True,CD27,CD27 molecule,protein-coding
64108,1.6354133994829776,3.396266305746473e-05,0.003309883010578574,True,RTP4,receptor transporter protein 4,protein-coding
54814,-0.6686827503011956,3.4274245228249813e-05,0.00331621815881102,True,QPCTL,glutaminyl-peptide cyclotransferase like,protein-coding
6737,1.4688792212469206,3.6256841486226457e-05,0.0034829875796304256,True,TRIM21,tripartite motif containing 21,protein-coding
101929099,-0.3576513438393305,3.68143421765102e-05,0.003511461616538196,False,CD101-AS1,CD101 antisense RNA 1,ncRNA
3429,0.6214200825540361,3.7633679829683484e-05,0.003564333521333896,True,IFI27,interferon alpha inducible protein 27,protein-coding
105374071,1.5367211586824865,3.819477908264506e-05,0.0035921789082691844,True,LOC105374071,uncharacterized LOC105374071,ncRNA
51191,2.190219073003799,3.9608098598547523e-05,0.003699231375360178,True,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5,protein-coding
376497,-0.9493506639042724,4.0215261707118196e-05,0.003704486676020772,True,SLC27A1,solute carrier family 27 member 1,protein-coding
107985023,-1.077457911673804,4.01249099874124e-05,0.003704486676020772,True,LOC107985023,,
80004,-0.8230792453732314,4.05863056841387e-05,0.0037132328241223224,True,ESRP2,epithelial splicing regulatory protein 2,protein-coding
26010,0.6377069031006017,4.231955813485722e-05,0.003762189159205005,True,SPATS2L,spermatogenesis associated serine rich 2 like,protein-coding
7169,-0.9571226527398873,4.157146506330203e-05,0.003762189159205005,True,TPM2,tropomyosin 2,protein-coding
5827,-0.64880604022766,4.2416458690670375e-05,0.003762189159205005,True,PXMP2,peroxisomal membrane protein 2,protein-coding
54550,-0.998118274320732,4.2520094594331235e-05,0.003762189159205005,True,NECAB2,N-terminal EF-hand calcium binding protein 2,protein-coding
83547,0.5518812929837189,4.207054964155739e-05,0.003762189159205005,True,RILP,Rab interacting lysosomal protein,protein-coding
79258,-0.3884619556385632,4.292072139352689e-05,0.0037728155687682553,False,MMEL1,membrane metalloendopeptidase like 1,protein-coding
107984945,1.0151701999306284,4.448644366930181e-05,0.0037788450423829633,True,LOC107984945,replaced by ID 64744,
2907,1.054150657443742,4.4477062153497235e-05,0.0037788450423829633,True,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1,protein-coding
390937,-0.5799835687240777,4.381741852333317e-05,0.0037788450423829633,True,ERFL,ETS repressor factor like,protein-coding
729234,-0.6690652521553888,4.467517003040309e-05,0.0037788450423829633,True,FAHD2CP,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene",pseudo
728431,-0.5740017448543853,4.448251000070891e-05,0.0037788450423829633,True,ZC3H12A-DT,ZC3H12A divergent transcript,ncRNA
9605,1.759297296621873,4.456195793806286e-05,0.0037788450423829633,True,VPS9D1,VPS9 domain containing 1,protein-coding
105373582,1.3001650055540683,4.542724464383821e-05,0.0038184438325936255,True,LOC105373582,uncharacterized LOC105373582,ncRNA
2833,-1.201716220354255,4.5912547600220536e-05,0.0038352661656855026,True,CXCR3,C-X-C motif chemokine receptor 3,protein-coding
107987174,-1.1357193464867406,4.654489832550546e-05,0.003864088503578537,True,LOC107987174,,
4913,-0.741487348463036,4.759433417124973e-05,0.003903025611397181,True,NTHL1,nth like DNA glycosylase 1,protein-coding
634,2.3842775564968486,4.7327896269864094e-05,0.003903025611397181,True,CEACAM1,CEA cell adhesion molecule 1,protein-coding
80830,2.1024419708704607,4.887599981760101e-05,0.003942940716409604,True,APOL6,apolipoprotein L6,protein-coding
83666,2.0856226374570013,4.8587491977069144e-05,0.003942940716409604,True,PARP9,poly(ADP-ribose) polymerase family member 9,protein-coding
100500804,-0.9648290189330826,4.896059927432552e-05,0.003942940716409604,True,MIR3654,microRNA 3654,ncRNA
28639,-1.1134163831599748,5.205485136594209e-05,0.004167176762027114,True,TRBC1,T cell receptor beta constant 1,other
11133,0.9072050986885143,5.2867336762224044e-05,0.004182428306559713,True,KPTN,"kaptin, actin binding protein",protein-coding
1396,-1.1867195725443,5.275362503617192e-05,0.004182428306559713,True,CRIP1,cysteine rich protein 1,protein-coding
28584,-0.8508916938444262,5.4549750742564966e-05,0.004290290045244188,True,TRBV10-2,T cell receptor beta variable 10-2,other
28638,-1.0558375379399667,5.586231190901478e-05,0.004367978098048487,True,TRBC2,T cell receptor beta constant 2,other
6122,-1.0095032786069513,5.87440036030754e-05,0.004540506347458397,True,RPL3,ribosomal protein L3,protein-coding
100505771,-1.0184684126142,5.8435162395027654e-05,0.004540506347458397,True,MHENCR,melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489,ncRNA
8574,-0.7862524725961357,6.043999489655248e-05,0.004578098935535009,True,AKR7A2,aldo-keto reductase family 7 member A2,protein-coding
2537,1.9163182815495725,6.0205176666977885e-05,0.004578098935535009,True,IFI6,interferon alpha inducible protein 6,protein-coding
2232,-0.6668910792995217,5.9578031202126384e-05,0.004578098935535009,True,FDXR,ferredoxin reductase,protein-coding
28589,-1.0403050297389331,6.059198531676939e-05,0.004578098935535009,True,TRBV7-9,T cell receptor beta variable 7-9,other
10437,1.1957996939411988,6.236046987554877e-05,0.004685396420984667,True,IFI30,IFI30 lysosomal thiol reductase,protein-coding
9235,-0.9590562834406979,6.424726008654884e-05,0.0048003411161333075,True,IL32,interleukin 32,protein-coding
752014,-0.9114580893131348,6.461933610883265e-05,0.004801466581920941,True,CEMP1,cementum protein 1,protein-coding
79652,-1.1792704066999424,6.573461386371271e-05,0.004830955310672526,True,TMEM204,transmembrane protein 204,protein-coding
55615,-0.8140498284797522,6.555026195579921e-05,0.004830955310672526,True,PRR5,proline rich 5,protein-coding
10435,0.94169186333363,6.691627821486179e-05,0.004891070791911283,True,CDC42EP2,CDC42 effector protein 2,protein-coding
7374,-0.824630597056673,6.782094847339008e-05,0.00493039965415472,True,UNG,uracil DNA glycosylase,protein-coding
219285,2.2891560344772826,7.07625426487601e-05,0.005089226930926067,True,SAMD9L,sterile alpha motif domain containing 9 like,protein-coding
28755,-1.0885457275453652,7.069936417067004e-05,0.005089226930926067,True,TRAC,T cell receptor alpha constant,other
486,-0.47943125477003645,7.339044843620901e-05,0.0052501496862690155,False,FXYD2,FXYD domain containing ion transport regulator 2,protein-coding
9610,-0.5043601310301113,7.795214432711451e-05,0.005272058210284853,True,RIN1,Ras and Rab interactor 1,protein-coding
107986588,-0.7319333453481003,7.784980367233878e-05,0.005272058210284853,True,EHMT2-AS1,EHMT2 and SLC44A4 antisense RNA 1,ncRNA
50861,-1.0661764596805199,7.557349297528466e-05,0.005272058210284853,True,STMN3,stathmin 3,protein-coding
64135,1.8070130231522437,7.820714753804168e-05,0.005272058210284853,True,IFIH1,interferon induced with helicase C domain 1,protein-coding
10174,-0.9837466401122033,7.679588381295041e-05,0.005272058210284853,True,SORBS3,sorbin and SH3 domain containing 3,protein-coding
127281,-0.8233797084240746,7.638588692052194e-05,0.005272058210284853,True,PRXL2B,peroxiredoxin like 2B,protein-coding
9524,-0.9219434872075913,7.73041791136155e-05,0.005272058210284853,True,TECR,"trans-2,3-enoyl-CoA reductase",protein-coding
3945,-0.9802857565131129,7.723931712843753e-05,0.005272058210284853,True,LDHB,lactate dehydrogenase B,protein-coding
1397,-0.9481516551833329,7.763920848818293e-05,0.005272058210284853,True,CRIP2,cysteine rich protein 2,protein-coding
246778,0.9855528141444623,7.840074667685111e-05,0.005272058210284853,True,IL27,interleukin 27,protein-coding
7001,-0.7107425872097917,7.497886190993956e-05,0.005272058210284853,True,PRDX2,peroxiredoxin 2,protein-coding
3487,-0.6137041302297235,7.529882569865152e-05,0.005272058210284853,True,IGFBP4,insulin like growth factor binding protein 4,protein-coding
6891,1.6977543180214845,8.037718162401267e-05,0.00533949163458365,True,TAP2,"transporter 2, ATP binding cassette subfamily B member",protein-coding
722,1.514707722959531,8.005208486793363e-05,0.00533949163458365,True,C4BPA,complement component 4 binding protein alpha,protein-coding
9249,-0.9713594881677956,8.059460196449409e-05,0.00533949163458365,True,DHRS3,dehydrogenase/reductase 3,protein-coding
2593,-0.6023658426129586,8.16109094485091e-05,0.005380319221436269,True,GAMT,guanidinoacetate N-methyltransferase,protein-coding
57291,-0.874677982470399,8.820887471559678e-05,0.005409549824770786,True,DANCR,differentiation antagonizing non-protein coding RNA,ncRNA
28603,-0.9537548896025703,8.779047529492982e-05,0.005409549824770786,True,TRBV6-4,T cell receptor beta variable 6-4,other
28593,-0.759383316048813,8.253880795547688e-05,0.005409549824770786,True,TRBV7-5,T cell receptor beta variable 7-5 (pseudogene),pseudo
101929319,1.5443899988751295,8.719075851887141e-05,0.005409549824770786,True,LOC101929319,uncharacterized LOC101929319,ncRNA
28984,-0.9651610199436185,8.566898689567066e-05,0.005409549824770786,True,RGCC,regulator of cell cycle,protein-coding
100189090,1.30638913720155,8.356395802257006e-05,0.005409549824770786,True,TRC-GCA4-1,tRNA-Cys (anticodon GCA) 4-1,tRNA
90378,-0.9821932302722796,8.733389268095086e-05,0.005409549824770786,True,SAMD1,sterile alpha motif domain containing 1,protein-coding
338799,-0.9906684731372892,8.386627926325464e-05,0.005409549824770786,True,LINC01089,long intergenic non-protein coding RNA 1089,ncRNA
102724765,-0.33583116469976226,8.590705692997328e-05,0.005409549824770786,False,LOC102724765,uncharacterized LOC102724765,ncRNA
6135,-0.8941422475076539,8.372590261002676e-05,0.005409549824770786,True,RPL11,ribosomal protein L11,protein-coding
22927,-0.879305547470602,8.611638276304565e-05,0.005409549824770786,True,HABP4,hyaluronan binding protein 4,protein-coding
9034,1.4594387256256733,8.790269684460288e-05,0.005409549824770786,True,CCRL2,C-C motif chemokine receptor like 2,protein-coding
340654,1.4125666584561438,8.742096105638423e-05,0.005409549824770786,True,LIPM,lipase family member M,protein-coding
23586,1.8950274879758502,8.87867873419467e-05,0.005409549824770786,True,RIGI,RNA sensor RIG-I,protein-coding
677810,-0.9147419618419501,8.464887657446255e-05,0.005409549824770786,True,SNORA26,"small nucleolar RNA, H/ACA box 26",snoRNA
53827,-0.8061541440944442,8.699179998983748e-05,0.005409549824770786,True,FXYD5,FXYD domain containing ion transport regulator 5,protein-coding
84326,-0.7903833659444834,8.889214895340499e-05,0.005409549824770786,True,METTL26,methyltransferase like 26,protein-coding
5333,-1.0335668283611426,9.306346636602752e-05,0.005432630039517116,True,PLCD1,phospholipase C delta 1,protein-coding
1071,1.2490426094501221,9.014796430078415e-05,0.005432630039517116,True,CETP,cholesteryl ester transfer protein,protein-coding
5359,2.2383956429955916,9.158971004534994e-05,0.005432630039517116,True,PLSCR1,phospholipid scramblase 1,protein-coding
54739,1.9101949456306069,9.32004105603589e-05,0.005432630039517116,True,XAF1,XIAP associated factor 1,protein-coding
27065,-0.9045686969578322,9.247398724058429e-05,0.005432630039517116,True,NSG1,neuronal vesicle trafficking associated 1,protein-coding
28601,-0.9730340792435683,9.29823034581365e-05,0.005432630039517116,True,TRBV6-6,T cell receptor beta variable 6-6,other
92610,1.7095989784004992,9.336954175762735e-05,0.005432630039517116,True,TIFA,TRAF interacting protein with forkhead associated domain,protein-coding
3925,-0.870135711865816,9.15682744078774e-05,0.005432630039517116,True,STMN1,stathmin 1,protein-coding
