index,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
13,prerank,Peptide Biosynthetic Process (GO:0043043),-0.630695611116072,-2.933125334720183,0.0,0.0,0.0,83/141,12.02%,RPS27;RPS7;RPL9;RPS3A;RPS17;RPL39;RPS15A;RPL3;RPSA;RPL7;RPL13A;RPS18;RPLP0;RPL17;RPL13;RPS6;RPS21;RPL41;RPL11;PABPC4;RPL4;RPS3;RPL10;RPL26;RPS4X;RPS20;RPS23;RPL5;RPS5;RPL30;RPS25;RPS14;RPL34;RPL18;RPS19;RPL37A;EEF1A1;RPL10A;RPL18A;RPL27A;RPL27;RPS10;RPL22;RPL36;RPL6;RPS8;RPL32;RPL14;RPL23A;RPL35;RPS29;RPS28;RPL31;RPL12;RPS27A;RPLP2;RPL37;RPL35A;RPL7A;RPS16;RPL38;RPL29;RPL24;RPS2;RPL21;MRPL41;RPLP1;RPL15;RPL19;RPL8;RPS13;RPS15;MRPS21;RPS26;MRPL9;GGT7;RPS24;MRPL34;GGT1;RPS11;MRPS6;CARNS1;RRBP1
14,prerank,Cellular Response To Type I Interferon (GO:0071357),0.8073583222080716,2.9276210756773686,0.0,0.0,0.0,15/22,5.85%,STAT1;STAT2;IFIT1;IFITM3;OAS2;IFITM1;SP100;HDAC4;TANK;IFI27;IFITM2;MYD88;IFNAR1;IFNAR2;TBK1
15,prerank,Positive Regulation Of Interferon-Beta Production (GO:0032728),0.7167498601453273,2.9025581493668278,0.0,0.0,0.0,15/34,5.85%,OAS3;ISG15;IRF1;RIGI;IFIH1;IRF7;OAS1;OAS2;RIPK2;TLR8;TLR7;TLR2;TRIM56;TLR4;TBK1
16,prerank,Macromolecule Biosynthetic Process (GO:0009059),-0.6069611459128806,-2.900209387098412,0.0,0.0,0.0,84/164,10.25%,RPS27;RPS7;RPL9;RPS3A;RPS17;RPL39;RPS15A;RPL3;RPSA;RPL7;RPL13A;RPS18;RPLP0;RPL17;RPL13;RPS6;RPS21;RPL41;EEF1G;RPL11;PABPC4;RPL4;RPS3;RPL10;RPL26;RPS4X;RPS20;RPS23;RPL5;RPS5;RPL30;RPS25;RPS14;RPL34;RPL18;RPS19;RPL37A;EEF1A1;RPL10A;RPL18A;RPL27A;RPL27;RPS10;RPL22;RPL36;RPL6;RPS8;RPL32;RPL14;RPL23A;RPL35;RPS29;RPS28;RPL31;RPL12;RPS27A;RPLP2;RPL37;RPL35A;RPL7A;RPS16;RPL38;RPL29;EEF2;RPL24;RPS2;RPL21;MRPL41;RPLP1;B4GAT1;GAL3ST4;RPL15;RPL19;RPL8;RPS13;RPS15;POLD2;EEF1B2;MRPS21;RPS26;MRPL9;RPS24;MRPL34;RPS11
17,prerank,Regulation Of Interleukin-1 Beta Production (GO:0032651),0.6297950439702608,2.872877068293611,0.0,0.0,0.0,33/62,9.84%,GBP5;IFI16;AIM2;NOD2;RIPK2;CASP1;JAK2;STAT3;CARD16;P2RX7;MEFV;TLR8;LGALS9;ELF4;GSDMD;LCP1;F2RL1;SERPINB1;MYD88;MNDA;TLR4;TMEM106A;LILRB4;CD36;TNFAIP3;TLR6;TYROBP;ZC3H12A;CLEC7A;NLRC4;TNF;PYCARD;LILRP2
18,prerank,Cellular Response To Type II Interferon (GO:0071346),0.6844764288249228,2.8575912561247785,0.0,0.0,0.0,16/39,5.89%,GBP1;GBP5;GBP4;STAT1;GBP2;IRF1;GBP6;CCL2;CASP1;JAK2;LGALS9;SP100;TLR2;AIF1;TLR4;HCK
19,prerank,Antiviral Innate Immune Response (GO:0140374),0.6916570570492893,2.8569436567750683,0.0,0.0,0.0,11/37,1.90%,IFIT3;CXCL10;IFIT2;IFIT1;RIGI;MX1;IFIH1;OAS1;EIF2AK2;DHX58;TRIM25
20,prerank,Response To Interferon-Beta (GO:0035456),0.7825446368021705,2.850376475780687,0.0,0.0,0.0,14/24,5.63%,STAT1;PLSCR1;IRF1;XAF1;IFITM3;OAS1;IFI16;AIM2;BST2;IFITM1;IFITM2;MNDA;IFNAR1;IFNAR2
21,prerank,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),0.6792084673674983,2.837915301459808,0.0,0.0,0.0,14/34,6.03%,RSAD2;IFI35;OASL;DDX60;WDFY1;DHX58;TASL;TLR1;TLR2;USP15;F2RL1;TLR5;RTN4;TICAM2
22,prerank,Positive Regulation Of Type I Interferon Production (GO:0032481),0.6103968030229451,2.8139297361368762,0.0,0.0,0.0,21/60,6.03%,STAT1;OAS3;ISG15;IRF1;RIGI;IFIH1;IRF7;OAS1;OAS2;RIPK2;DHX58;TLR8;CGAS;TLR7;TLR2;TANK;TRIM56;MYD88;TLR4;TBK1;TICAM2
23,prerank,Positive Regulation Of Interleukin-1 Production (GO:0032732),0.6469167906948834,2.8043714227171126,0.0,0.0,0.0,27/51,9.84%,GBP5;IFI16;AIM2;NOD2;RIPK2;CASP1;JAK2;STAT3;P2RX7;MEFV;TLR8;LGALS9;GSDMD;LCP1;F2RL1;MYD88;MNDA;TLR4;TMEM106A;CD36;TLR6;TYROBP;CLEC7A;NLRC4;TNF;PYCARD;LILRP2
24,prerank,Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),0.8640070441337263,2.7989744629689826,0.0,0.0,0.0,12/16,8.48%,TAP1;TAP2;MICB;ERAP2;HLA-G;HLA-C;HLA-E;HLA-DRA;HLA-B;HLA-F;MICA;HLA-A
25,prerank,Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.791192928668691,2.7873953050158233,0.0,0.0,0.0,14/21,5.85%,STAT1;STAT2;IFITM3;OAS2;IFITM1;SP100;HDAC4;TANK;IFI27;IFITM2;MYD88;IFNAR1;IFNAR2;TBK1
26,prerank,Regulation Of Innate Immune Response (GO:0045088),0.5652054966846709,2.758993881926832,0.0,0.0,0.0,26/70,8.23%,GBP5;IFI35;PLSCR1;PARP9;TRAFD1;IRF1;IFI16;TRIM21;DHX58;SAMHD1;TLR8;TASL;CGAS;FPR2;TRIM56;PTPN1;NFE2L2;HLA-E;PTPN6;TNFAIP3;ZDHHC18;FCGR2B;AKIRIN2;FGR;XIAP;N4BP1
27,prerank,Negative Regulation Of Innate Immune Response (GO:0045824),0.6372675557006393,2.7173250150588952,0.0,0.0,0.0,14/48,3.64%,SERPING1;OAS3;ISG15;SLAMF8;STAT2;TRAFD1;OAS1;IFI16;TRIM21;NLRC5;DHX58;SAMHD1;CGAS;USP15
28,prerank,Regulation Of Interferon-Beta Production (GO:0032648),0.6269433803277127,2.7097109176545,0.0,0.0,0.0,17/48,5.85%,OAS3;ISG15;IRF1;RIGI;IFIH1;IRF7;OAS1;OAS2;RIPK2;TLR8;TLR7;TLR2;LILRB1;TRIM56;RELB;TLR4;TBK1
29,prerank,Cellular Response To Cytokine Stimulus (GO:0071345),0.46012058924588767,2.695709211975135,0.0,6.737004539854613e-05,0.001,51/196,6.52%,GBP1;GBP5;GBP4;SOCS1;STAT1;GBP2;IFIT1;IRF1;OAS1;IFI16;AIM2;GBP3;GBP6;MT2A;CCL2;LRRK2;CSF2RB;SBNO2;CASP1;JAK2;CCR1;STAT3;IL1B;LGALS9;IL13RA1;TNFRSF1A;CD40;TLR2;ZFP36;TANK;LILRB1;RUFY4;NFKBIA;IFITM2;NFE2L2;STAT5A;GAS6;MNDA;AIF1;PTPRJ;TLR4;DOCK8;IFNAR1;IFNAR2;HCK;PTPN6;SELPLG;LILRB4;RIPK1;DUSP1;CSF3R
30,prerank,Cellular Response To Molecule Of Bacterial Origin (GO:0071219),0.524426817518821,2.6726691989411955,0.0,6.496397234859805e-05,0.001,28/83,8.64%,CD274;CXCL10;GBP2;PDCD1LG2;GBP3;NOD2;CCL2;SBNO2;PDE4B;CASP1;CARD16;IL1B;CHMP5;CASP7;TLR2;ZFP36;LILRB1;MAPK14;MYD88;TLR4;LY96;TICAM2;CYRIB;TNFAIP3;FCGR2B;ZC3H12A;LILRB2;CDC73
31,prerank,Regulation Of Viral Entry Into Host Cell (GO:0046596),0.6940897395768648,2.6597652073762625,0.0,6.272383537106018e-05,0.001,20/29,10.68%,TRIM22;IFITM3;TRIM21;TRIM5;IFITM1;NECTIN2;TRIM25;LGALS9;CIITA;FURIN;IFITM2;TRIM38;LY6E;TRIM34;GSN;TRIM26;CD74;TRIM58;FCN1;HLA-DRB1
32,prerank,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),0.7894760930396544,2.639536769723698,0.0,6.063304085869151e-05,0.001,10/17,9.62%,TAP1;TAP2;IFI30;TAPBP;ERAP2;B2M;FCER1G;TAPBPL;HLA-A;PDIA3
33,prerank,Positive Regulation Of Response To External Stimulus (GO:0032103),0.4950788401927805,2.6373328169417376,0.0,5.8677136314862746e-05,0.001,46/107,10.11%,GBP5;IFI35;SCARF1;PLSCR1;AIM2;CASP1;CASP4;IL1B;MEFV;TLR8;TASL;FPR2;GSDMD;TNFRSF1A;TLR7;STX3;TLR2;TRIM56;NFKBIA;LCP1;F2RL1;SCIMP;IL15;RNF31;AIF1;TLR4;LY96;SIGLEC16;RIPK1;USF1;CCR2;TGFB1;AKIRIN2;S100A9;SNCA;NLRC4;IL17RA;S100A12;TNF;MDK;EMILIN2;PYCARD;PLA2G7;LILRP2;PTGER4;NFKBIZ
34,prerank,Positive Regulation Of Immune Response (GO:0050778),0.5711173551977307,2.6362370025460473,0.0,5.684347580502329e-05,0.001,21/56,7.49%,GBP5;RSAD2;IFI35;PLSCR1;NOD2;KARS1;TLR8;LGALS9;CD46;TASL;FPR2;LILRB1;TRIM56;HLA-DMB;F2RL1;IL15;PTPRC;HLA-DRA;FCGR2B;IL12RB1;AKIRIN2
35,prerank,Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),0.6964491633460077,2.602938514834426,0.0,5.512094623517409e-05,0.001,11/23,7.47%,OAS3;RIGI;IFIH1;IRF7;TIFA;DHX58;TRIM25;CGAS;TBK1;TNFAIP3;CYLD
36,prerank,Positive Regulation Of Interferon-Alpha Production (GO:0032727),0.7479415982969551,2.5819861226617316,0.0,0.00010699948386827913,0.002,9/19,5.85%,STAT1;RIGI;IFIH1;IRF7;RIPK2;TLR8;TLR7;TLR4;TBK1
37,prerank,Regulation Of Response To External Stimulus (GO:0032101),0.5229036590707193,2.545037298113526,0.0,0.0001559135336366353,0.003,29/80,8.73%,HERC5;IRF1;PIK3AP1;NOD2;TRIM5;SBNO2;BCL6;CASP1;DHX58;JAK2;CASP4;CARD16;SAMHD1;CGAS;F2RL1;NFE2L2;MYD88;USP18;HCK;CD36;CYRIB;FCGR2B;PTGS2;CCR2;CYLD;FGR;XIAP;N4BP1;STK24
38,prerank,Regulation Of Defense Response (GO:0031347),0.5479490347614995,2.5385315735123326,0.0,0.00020211013619563835,0.004,24/66,8.23%,HERC5;IRF1;PIK3AP1;NOD2;SBNO2;BCL6;CASP1;DHX58;JAK2;CASP4;CARD16;SAMHD1;CGAS;NFE2L2;MYD88;USP18;HCK;FCGR2B;PTGS2;CCR2;CYLD;FGR;XIAP;N4BP1
39,prerank,Response To Interferon-Alpha (GO:0035455),0.7507275654420491,2.536438049133975,0.0,0.00019664770008224274,0.004,10/16,5.63%,LAMP3;IFITM3;EIF2AK2;BST2;IFITM1;MX2;IFITM2;GAS6;IFNAR1;IFNAR2
40,prerank,Positive Regulation Of Interleukin-6 Production (GO:0032755),0.5672055098303469,2.5330452936470245,0.0,0.00019147276060639423,0.004,28/54,10.28%,RIGI;IFIH1;NOD2;STAT3;IL1B;TLR8;LGALS9;TLR7;TLR1;TLR2;LCP1;F2RL1;SCIMP;MYD88;AIF1;TLR4;TMEM106A;SIGLEC16;TLR6;TYROBP;AKIRIN2;LILRB2;CLEC7A;IL17RA;TNF;PYCARD;LILRP2;CD74
41,prerank,Response To Lipopolysaccharide (GO:0032496),0.47725963423259243,2.521187441018703,0.0,0.0001865632026421277,0.004,34/112,8.64%,CD274;CXCL10;GBP2;PDCD1LG2;GCH1;GBP3;NOD2;CCL2;SBNO2;PDE4B;CASP1;JAK2;CARD16;IL1B;PELI1;LGALS9;CHMP5;CASP7;ZFP36;LILRB1;MAPK14;MYD88;TLR4;IFNAR1;LY96;TICAM2;TNFAIP3;SLPI;TRIB1;ZC3H12A;S100A9;LILRB2;SNCA;CDC73
42,prerank,Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),0.5975879096152215,2.52027362595756,0.0,0.00018189912257607455,0.004,16/42,7.90%,PARP14;OAS3;ISG15;STAT2;OAS1;NLRC5;CARD16;SAMHD1;IL1RN;PADI2;F2RL1;GAS6;USP18;PTPRC;CYLD;XIAP
43,prerank,Positive Regulation Of Defense Response (GO:0031349),0.49820381863522545,2.5167516300297295,0.0,0.00017746255861080443,0.004,38/90,10.11%,GBP5;IFI35;PLSCR1;AIM2;CASP1;CASP4;IL1B;MEFV;TLR8;TASL;FPR2;GSDMD;TNFRSF1A;TLR7;TLR2;TRIM56;NFKBIA;LCP1;IL15;RNF31;TLR4;SIGLEC16;RIPK1;CCR2;AKIRIN2;S100A9;SNCA;NLRC4;IL17RA;S100A12;TNF;MDK;EMILIN2;PYCARD;PLA2G7;LILRP2;PTGER4;NFKBIZ
44,prerank,Cytokine-Mediated Signaling Pathway (GO:0019221),0.4284541811825552,2.5041758985091893,0.0,0.00017323725959626145,0.004,44/152,9.07%,CXCL10;SOCS1;STAT1;CEACAM1;OASL;MX1;OAS1;AIM2;OAS2;CCL2;CSF2RB;JAK2;CCR1;STAT3;IL15RA;IL1B;IRAK2;LYN;IL13RA1;TNFRSF1A;LILRB1;NFKBIA;STAT5A;IL15;MYD88;ILK;PTPRJ;SRC;HCK;PTPN6;LILRB4;FCER1G;RIPK1;PTK2B;CSF3R;CCR2;IL12RB1;SPI1;LILRB2;IL1RAP;IL17RC;IL17RA;JAK3;TNF
45,prerank,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),0.6435764053369827,2.495099684495048,0.0,0.00016920848611727863,0.004,11/28,5.90%,OAS3;ISG15;STAT2;OAS1;NLRC5;SAMHD1;RBM47;TRIM56;PTPN1;USP18;PTPN6
46,prerank,Positive Regulation Of Chemokine Production (GO:0032722),0.6143752147336594,2.4538657777851016,0.0,0.00024804425805828345,0.006,19/34,10.28%,OAS3;OAS1;EIF2AK2;FFAR2;IL1B;LGALS9;FFAR3;TLR7;TLR2;LCP1;F2RL1;AIF1;TLR4;HIF1A;CLEC7A;IL17RA;TNF;PYCARD;CD74
47,prerank,Cellular Response To Interferon-Beta (GO:0035458),0.734974859153227,2.4448638919435832,0.0,0.00028295419067389375,0.006,9/17,5.63%,STAT1;IRF1;OAS1;IFI16;AIM2;IFITM2;MNDA;IFNAR1;IFNAR2
48,prerank,Cellular Response To Virus (GO:0098586),0.5894279105622069,2.4297446850824524,0.0,0.0002768030126157656,0.006,20/36,13.00%,CXCL10;IFI6;IFIH1;OAS1;JAK2;LGALS9;IL10RB;MAPK14;IFNAR1;IFNAR2;HIF1A;ZC3H12A;IFNGR2;LGALS8;FMR1;CHUK;IRF5;HSP90AA1;EIF5A;VWCE
49,prerank,Regulation Of Response To Biotic Stimulus (GO:0002831),0.6606875989681017,2.4292386753158732,0.0,0.00027091358681543014,0.006,12/27,8.23%,HERC5;IRF1;TRIM5;DHX58;SAMHD1;CGAS;NFE2L2;CD36;FCGR2B;FGR;XIAP;N4BP1
50,prerank,Positive Regulation Of Cytokine Production (GO:0001819),0.4012826546665999,2.421767247806762,0.0,0.00034106085483013974,0.008,85/230,10.38%,GBP5;CD274;ISG15;IRF1;RIGI;IFIH1;IRF7;IFI16;NOD2;EIF2AK2;RIPK2;FFAR2;PDE4B;CASP1;DHX58;JAK2;STAT3;IL1B;TLR8;LGALS9;CD46;CGAS;CLEC9A;FFAR3;NFAM1;TLR7;CD40;TLR1;TLR2;TANK;LILRB1;LCP1;F2RL1;TLR5;SCIMP;IL15;MAPK14;MYD88;PRKD2;AIF1;HLA-G;TRIM27;TLR4;BTN3A1;HLA-E;PTPRC;TBK1;TMEM106A;TICAM2;FCER1G;SIGLEC16;RIPK1;CYRIB;BATF;HPSE;TLR6;NOD1;PTGS2;CCR2;IL12RB1;TGFB1;TYROBP;AKIRIN2;HIF1A;FGR;CEBPB;RAB1A;XIAP;LILRB2;CLEC7A;HLA-A;HLA-DPA1;IL17RA;TNF;MDK;PYCARD;FLOT1;SPHK1;LILRP2;TICAM1;BTN3A2;PTGER4;SORL1;CD74;TNFRSF14
51,prerank,Cellular Response To Lipopolysaccharide (GO:0071222),0.47290273230849456,2.4187122906394976,0.0,0.00033410042922136135,0.008,31/91,9.89%,CD274;CXCL10;GBP2;PDCD1LG2;GBP3;NOD2;CCL2;SBNO2;PDE4B;CASP1;CARD16;IL1B;CHMP5;CASP7;LYN;ZFP36;LILRB1;MAPK14;MYD88;TLR4;LY96;HCK;TICAM2;TNFAIP3;TGFB1;ZC3H12A;LILRB2;CDC73;TNF;PYCARD;TICAM1
52,prerank,Blood Circulation (GO:0008015),0.6819628821350139,2.4183227247844283,0.0,0.00032741842063693414,0.008,5/20,4.07%,SERPING1;CXCL10;STAT1;MYOF;C3AR1
53,prerank,Negative Regulation Of T Cell Activation (GO:0050868),0.5935905615549317,2.4170137618596343,0.0,0.00032099845160483737,0.008,15/30,10.68%,CD274;CEACAM1;PDCD1LG2;DUSP3;LILRB1;HLA-G;IL4I1;LILRB4;FCGR2B;CEBPB;LILRB2;JAK3;RIPOR2;TNFAIP8L2;HLA-DRB1
54,prerank,Regulation Of Interferon-Alpha Production (GO:0032647),0.6640540034494516,2.412906139959319,0.0,0.00034980600495398945,0.009,9/23,5.85%,STAT1;RIGI;IFIH1;IRF7;RIPK2;TLR8;TLR7;TLR4;TBK1
55,prerank,Translation (GO:0006412),-0.4886978974853812,-2.4030532373966063,0.0,0.0,0.0,115/220,22.25%,RPS27;RPS7;RPL9;RPS3A;RPS17;RPL39;RPS15A;RPL3;RPSA;RPL7;RPL13A;RPS18;RPLP0;RPL17;RPL13;RPS6;RPS21;RPL41;EEF1G;RPL11;PABPC4;RPL4;RPS3;RPL10;RPL26;RPS4X;RPS20;RPS23;RPL5;RPS5;RPL30;RPS25;RPS14;RPL34;RPL18;RPS19;RPL37A;EEF1A1;RPL10A;RPL18A;RPL27A;RPL27;RPS10;RPL22;RPL36;RPL6;RPS8;RPL32;RPL14;RACK1;RPL23A;RPL35;RPS29;RPS28;RPL31;RPL12;RPS27A;RPLP2;RPL37;RPL35A;RPL7A;RPS16;RPL38;RPL29;EEF2;RPL24;RPS2;RPL21;MRPL41;RPLP1;RPL15;RPL19;RPL8;QARS1;RPS13;RPS15;EEF1B2;MRPS21;MRPS26;RPS26;MRPL38;MRPS2;MRPL9;RPS24;MRPL34;RPS11;MRPS6;MRPS27;MRPS34;RRBP1;EEF1D;MRPS24;MRPL45;MRPL2;DRG2;VARS1;MRPL10;DHPS;IARS1;MRPL46;MRPL55;MRPS18B;EPRS1;HARS1;FAU;PTCD3;MRPL58;MRPS9;GADD45GIP1;FTSJ1;EEF2K;RPL28;MRPL43;RPS6KB2;APEH
56,prerank,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),0.645922900545665,2.39594439983434,0.0,0.0003775264808182679,0.01,13/24,8.05%,CD274;PDCD1LG2;LYN;LILRB1;CD300A;MNDA;HLA-G;IL4I1;LILRB4;FCGR2B;TYROBP;CEBPB;LILRB2
57,prerank,Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),0.6533124597191325,2.3839992909347867,0.0,0.0004379052950905498,0.011,11/23,10.43%,SOCS1;PARP14;SOCS3;MVP;CD300A;PTPRC;PTPN6;LILRB4;PRKCD;SH2B3;DMTN
58,prerank,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),0.4993661449284712,2.3735254393094483,0.0,0.0004960885161165669,0.012,23/65,8.13%,OAS3;RIGI;IFIH1;OAS1;NOD2;OAS2;JAK2;STAT3;LGALS9;TLR1;TLR2;LCP1;FCGR3A;PTPRJ;TLR4;HLA-E;LY96;PTPRC;TMEM106A;RIPK1;CCR2;TYROBP;CLEC7A
59,prerank,Regulation Of Interleukin-10 Production (GO:0032653),0.5775446444738582,2.3722579611715005,0.0,0.0004872297926144854,0.012,18/35,10.68%,CD274;ISG15;PDCD1LG2;NOD2;STAT3;LGALS9;CD46;LILRB1;F2RL1;TLR4;LILRB4;FCGR2B;TYROBP;CLEC7A;JAK3;PYCARD;LILRP2;HLA-DRB1
