GeneID,log2FC,pvalue,padj,significant,Symbol,Description,GeneType
100188992,0.4406148901208025,0.04447429883661064,0.33340361884456754,False,TRV-AAC2-1,tRNA-Val (anticodon AAC) 2-1,tRNA
90952,0.46581568865476264,0.03735684209713109,0.33340361884456754,False,ESAM,endothelial cell adhesion molecule,protein-coding
147015,0.6641662330797167,0.1100279161860858,0.33340361884456754,False,DHRS13,dehydrogenase/reductase 13,protein-coding
7596,0.5074216143846115,0.07907086809149089,0.33340361884456754,False,ZNF45,zinc finger protein 45,protein-coding
219855,0.5728703317254431,0.05608887338560219,0.33340361884456754,False,SLC37A2,solute carrier family 37 member 2,protein-coding
128989,0.29842482468898,0.0991715317334822,0.33340361884456754,False,TANGO2,transport and golgi organization 2 homolog,protein-coding
865,0.7611291639125226,0.06030082700230749,0.33340361884456754,False,CBFB,core-binding factor subunit beta,protein-coding
57532,0.7373943098748654,0.06465265861516588,0.33340361884456754,False,NUFIP2,nuclear FMR1 interacting protein 2,protein-coding
80315,0.6518573796022333,0.07841488820226553,0.33340361884456754,False,CPEB4,cytoplasmic polyadenylation element binding protein 4,protein-coding
91272,0.4443290528248678,0.10451226457396155,0.33340361884456754,False,BOD1,biorientation of chromosomes in cell division 1,protein-coding
84318,0.48522848817663333,0.08804931768249415,0.33340361884456754,False,CCDC77,coiled-coil domain containing 77,protein-coding
153222,0.6417973213308503,0.11076435888170431,0.33340361884456754,False,CREBRF,CREB3 regulatory factor,protein-coding
283358,0.18463365115799535,0.057403852456125816,0.33340361884456754,False,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3",protein-coding
51121,0.32888333092875754,0.07869052153901582,0.33340361884456754,False,RPL26L1,ribosomal protein L26 like 1,protein-coding
113218510,0.6335818318952597,0.07021368170514164,0.33340361884456754,False,MIR10523,microRNA 10523,ncRNA
1088,0.5848430283100664,0.022090478174214896,0.33340361884456754,False,CEACAM8,CEA cell adhesion molecule 8,protein-coding
100049716,0.43357771245164667,0.08997943176313065,0.33340361884456754,False,NINJ2-AS1,NINJ2 antisense RNA 1,ncRNA
92181,0.5502876382889248,0.03407156019682614,0.33340361884456754,False,UBTD2,ubiquitin domain containing 2,protein-coding
65125,0.7907831911355925,0.06217292312435783,0.33340361884456754,False,WNK1,WNK lysine deficient protein kinase 1,protein-coding
23291,0.5370165330200176,0.07317021681705632,0.33340361884456754,False,FBXW11,F-box and WD repeat domain containing 11,protein-coding
5893,0.4091428636837773,0.06338059567792843,0.33340361884456754,False,RAD52,"RAD52 homolog, DNA repair protein",protein-coding
3779,0.2907865019911624,0.04433446783145589,0.33340361884456754,False,KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1,protein-coding
144699,0.4189600370475264,0.11084280317011509,0.33340361884456754,False,FBXL14,F-box and leucine rich repeat protein 14,protein-coding
79646,0.680149380073962,0.0413494172826627,0.33340361884456754,False,PANK3,pantothenate kinase 3,protein-coding
100652846,0.26302065564288657,0.10630925050211035,0.33340361884456754,False,CACNA1C-AS1,CACNA1C antisense RNA 1,ncRNA
94081,0.5444042270621747,0.09569369087351241,0.33340361884456754,False,SFXN1,sideroflexin 1,protein-coding
105377743,0.39651839684778584,0.0641262048486041,0.33340361884456754,False,LOC105377743,uncharacterized LOC105377743,ncRNA
107986486,0.4225652703285965,0.09934018671321268,0.33340361884456754,False,LOC107986486,,
202134,0.3443442349935094,0.11175090440856597,0.33340361884456754,False,FAM153B,family with sequence similarity 153 member B,protein-coding
57551,0.7286046747787807,0.04313187960666921,0.33340361884456754,False,TAOK1,TAO kinase 1,protein-coding
116236,0.5042433444948893,0.07645252499889348,0.33340361884456754,False,ABHD15,abhydrolase domain containing 15,protein-coding
56980,0.45647836807360154,0.042965815762200626,0.33340361884456754,False,PRDM10,PR/SET domain 10,protein-coding
80758,0.33641591143834804,0.04569662940042474,0.33340361884456754,False,PRR7,"proline rich 7, synaptic",protein-coding
340037,0.38982557637365844,0.08129410612602263,0.33340361884456754,False,PRR7-AS1,PRR7 antisense RNA 1,ncRNA
10636,0.5169645511429657,0.11255775377130198,0.33340361884456754,False,RGS14,regulator of G protein signaling 14,protein-coding
29068,0.6601399556517296,0.028195957098756653,0.33340361884456754,False,ZBTB44,zinc finger and BTB domain containing 44,protein-coding
103611081,0.3218640708903695,0.08866167787657118,0.33340361884456754,False,LOC103611081,replaced by ID 399979,
56897,0.5050268691704991,0.09276694736040228,0.33340361884456754,False,WRNIP1,WRN helicase interacting protein 1,protein-coding
399979,0.4753759501372852,0.09446319249110592,0.33340361884456754,False,SNX19,sorting nexin 19,protein-coding
23567,0.3087657282010636,0.08102837565779393,0.33340361884456754,False,ZNF346,zinc finger protein 346,protein-coding
23310,0.4581817762812126,0.10793233640552322,0.33340361884456754,False,NCAPD3,non-SMC condensin II complex subunit D3,protein-coding
100302197,0.7053836176400012,0.055738013617172184,0.33340361884456754,False,MIR1306,microRNA 1306,ncRNA
27034,0.531905805745704,0.04684574274145962,0.33340361884456754,False,ACAD8,acyl-CoA dehydrogenase family member 8,protein-coding
126298,0.4105018040144456,0.06467510154444883,0.33340361884456754,False,IRGQ,immunity related GTPase Q,protein-coding
285598,0.32690673038301327,0.0732586189829895,0.33340361884456754,False,ARL10,ADP ribosylation factor like GTPase 10,protein-coding
57179,0.48190036828612737,0.09431251492308476,0.33340361884456754,False,KIAA1191,KIAA1191,protein-coding
375484,0.2767000755359613,0.11718594163549863,0.33340361884456754,False,SIMC1,SUMO interacting motifs containing 1,protein-coding
53917,0.34736725952621583,0.10660666278735063,0.33340361884456754,False,RAB24,"RAB24, member RAS oncogene family",protein-coding
7673,0.37072043469577665,0.04748292787218464,0.33340361884456754,False,ZNF222,zinc finger protein 222,protein-coding
8218,0.4040277724793776,0.03631128572821427,0.33340361884456754,False,CLTCL1,clathrin heavy chain like 1,protein-coding
84959,0.560483360432604,0.06678766617569294,0.33340361884456754,False,UBASH3B,ubiquitin associated and SH3 domain containing B,protein-coding
51567,0.6639770873245974,0.0852887690872587,0.33340361884456754,False,TDP2,tyrosyl-DNA phosphodiesterase 2,protein-coding
7915,0.39662365296774826,0.08137638552893488,0.33340361884456754,False,ALDH5A1,aldehyde dehydrogenase 5 family member A1,protein-coding
57380,0.5082607464776698,0.06914147900923978,0.33340361884456754,False,MRS2,magnesium transporter MRS2,protein-coding
6659,0.41890392567528245,0.033852190136469486,0.33340361884456754,False,SOX4,SRY-box transcription factor 4,protein-coding
1871,0.5903383793420631,0.09121190438404105,0.33340361884456754,False,E2F3,E2F transcription factor 3,protein-coding
154141,0.4642652568267467,0.10691723576285722,0.33340361884456754,False,MBOAT1,membrane bound O-acyltransferase domain containing 1,protein-coding
1656,0.728280539691796,0.08849243907037216,0.33340361884456754,False,DDX6,DEAD-box helicase 6,protein-coding
221656,0.6832705859911536,0.061473457175762254,0.33340361884456754,False,KDM1B,lysine demethylase 1B,protein-coding
653319,0.3191053785611839,0.09819590952804202,0.33340361884456754,False,MATCAP1,microtubule associated tyrosine carboxypeptidase 1,protein-coding
100616376,0.7548470970538865,0.019702699238788254,0.33340361884456754,False,MIR4492,microRNA 4492,ncRNA
105374952,0.4064532086878525,0.11858823055118589,0.33340361884456754,False,NUP153-AS1,NUP153 antisense RNA 1,ncRNA
8996,0.2236056142658469,0.08971644150110117,0.33340361884456754,False,NOL3,nucleolar protein 3,protein-coding
51439,0.7601295407881032,0.05888637704565914,0.33340361884456754,False,FAM8A1,family with sequence similarity 8 member A1,protein-coding
6310,0.5350956465191388,0.054313129263275764,0.33340361884456754,False,ATXN1,ataxin 1,protein-coding
649946,0.6826629813552261,0.06466961644288967,0.33340361884456754,False,RPL23AP64,ribosomal protein L23a pseudogene 64,pseudo
7770,0.45879805898956016,0.11286202580605255,0.33340361884456754,False,ZNF227,zinc finger protein 227,protein-coding
100616269,0.5862787695437046,0.04044957704773596,0.33340361884456754,False,MIR4639,microRNA 4639,ncRNA
55856,0.4128722833714793,0.06921756051927679,0.33340361884456754,False,ACOT13,acyl-CoA thioesterase 13,protein-coding
81688,0.6907363456962354,0.07641506834591769,0.33340361884456754,False,C6orf62,chromosome 6 open reading frame 62,protein-coding
9310,0.3765071485279645,0.07181130937466203,0.33340361884456754,False,ZNF235,zinc finger protein 235,protein-coding
9750,0.5855937706217453,0.12089097863026041,0.33340361884456754,False,RIPOR2,RHO family interacting cell polarization regulator 2,protein-coding
10385,0.47032575929644294,0.07131631300783388,0.33340361884456754,False,BTN2A2,butyrophilin subfamily 2 member A2,protein-coding
105374985,0.2978239460181833,0.06514254581459991,0.33340361884456754,False,LOC105374985,,
8345,0.6058568910336624,0.0071955319310489955,0.33340361884456754,False,H2BC9,H2B clustered histone 9,protein-coding
8353,0.3528561458797155,0.08149712371338116,0.33340361884456754,False,H3C6,H3 clustered histone 6,protein-coding
3012,0.25536659159350905,0.1114728838015709,0.33340361884456754,False,H2AC8,H2A clustered histone 8,protein-coding
8339,0.3369312906528843,0.10629210417886974,0.33340361884456754,False,H2BC8,H2B clustered histone 8,protein-coding
7733,0.4450967243104057,0.04708823873752173,0.33340361884456754,False,ZNF180,zinc finger protein 180,protein-coding
8343,0.36915653816784544,0.06718566452323234,0.33340361884456754,False,H2BC7,H2B clustered histone 7,protein-coding
3145,0.29437683925743263,0.058519907241147764,0.33340361884456754,False,HMBS,hydroxymethylbilane synthase,protein-coding
917,0.8822396955099272,0.05932179283615271,0.33340361884456754,False,CD3G,CD3 gamma subunit of T-cell receptor complex,protein-coding
100131626,0.6075704566565965,0.03063025305718695,0.33340361884456754,False,LOC100131626,uncharacterized LOC100131626,ncRNA
51807,0.3666237025834367,0.058590582290967495,0.33340361884456754,False,TUBA8,tubulin alpha 8,protein-coding
8334,0.5808558654171501,0.06765634803896656,0.33340361884456754,False,H2AC6,H2A clustered histone 6,protein-coding
8347,0.3541387038989843,0.08328787135610807,0.33340361884456754,False,H2BC4,H2B clustered histone 4,protein-coding
3077,0.2826682376490136,0.10123652649200539,0.33340361884456754,False,HFE,homeostatic iron regulator,protein-coding
26790,0.4585865471144599,0.11317565898860879,0.33340361884456754,False,SNORD58B,"small nucleolar RNA, C/D box 58B",snoRNA
4297,0.6451582896652941,0.10415960657793889,0.33340361884456754,False,KMT2A,lysine methyltransferase 2A,protein-coding
102724765,0.4137201359067806,0.06352158826977013,0.33340361884456754,False,LOC102724765,uncharacterized LOC102724765,ncRNA
9354,0.7223114084268758,0.04004626047040795,0.33340361884456754,False,UBE4A,ubiquitination factor E4A,protein-coding
900,0.713725476755497,0.034728531706402534,0.33340361884456754,False,CCNG1,cyclin G1,protein-coding
3720,0.6577240573706487,0.08511677291117828,0.33340361884456754,False,JARID2,jumonji and AT-rich interaction domain containing 2,protein-coding
63933,0.4277314971316569,0.029446694791746608,0.33340361884456754,False,MCUR1,mitochondrial calcium uniporter regulator 1,protein-coding
107987250,0.3487324897749353,0.09664935969599345,0.33340361884456754,False,LOC107987250,,
2162,0.8538966491359794,0.03832605767923278,0.33340361884456754,False,F13A1,coagulation factor XIII A chain,protein-coding
10458,0.3264729027520131,0.10529608239278579,0.33340361884456754,False,BAIAP2,BAR/IMD domain containing adaptor protein 2,protein-coding
4162,0.41519171136993016,0.11965994641214142,0.33340361884456754,False,MCAM,melanoma cell adhesion molecule,protein-coding
7767,0.5478449956823572,0.056446460251933665,0.33340361884456754,False,ZNF224,zinc finger protein 224,protein-coding
220323,0.4247870324614351,0.08070073999357376,0.33340361884456754,False,OAF,out at first homolog,protein-coding
8899,0.6814047115948023,0.06765520757985223,0.33340361884456754,False,PRPF4B,pre-mRNA processing factor 4B,protein-coding
23365,0.32284253907743854,0.09688187429594879,0.33340361884456754,False,ARHGEF12,Rho guanine nucleotide exchange factor 12,protein-coding
63027,0.31199605732434166,0.06992401736595276,0.33340361884456754,False,SLC22A23,solute carrier family 22 member 23,protein-coding
26809,0.38919219501522884,0.09777074563281864,0.33340361884456754,False,SNORD42A,"small nucleolar RNA, C/D box 42A",snoRNA
25786,0.39195497176011385,0.038645282239213596,0.33340361884456754,False,DGCR11,DiGeorge syndrome critical region gene 11,ncRNA
219899,0.49073619445362016,0.0709602485303208,0.33340361884456754,False,TBCEL,tubulin folding cofactor E like,protein-coding
440465,0.6030274141613581,0.019881864412915295,0.33340361884456754,False,BAIAP2-DT,BAIAP2 divergent transcript,ncRNA
101927759,0.37152470149686256,0.08239217586724583,0.33340361884456754,False,LOC101927759,uncharacterized LOC101927759,ncRNA
401233,0.47721164334133537,0.07305617391942669,0.33340361884456754,False,HTATSF1P2,HIV-1 Tat specific factor 1 pseudogene 2,pseudo
6309,0.38678453468485474,0.05719396194906686,0.33340361884456754,False,SC5D,sterol-C5-desaturase,protein-coding
23617,0.24151054267466932,0.07168175046152693,0.33340361884456754,False,TSSK2,testis specific serine kinase 2,protein-coding
6239,0.6502627192835602,0.06292712624328618,0.33340361884456754,False,RREB1,ras responsive element binding protein 1,protein-coding
6745,0.5425825997216323,0.09171905689645946,0.33340361884456754,False,SSR1,signal sequence receptor subunit 1,protein-coding
154007,0.46310791744741386,0.05249703376845869,0.33340361884456754,False,SNRNP48,small nuclear ribonucleoprotein U11/U12 subunit 48,protein-coding
654,0.41030074360679847,0.120950666943719,0.33340361884456754,False,BMP6,bone morphogenetic protein 6,protein-coding
10048,0.6093953636430438,0.05416697314960582,0.33340361884456754,False,RANBP9,RAN binding protein 9,protein-coding
83871,0.40126552203469146,0.10625438527265213,0.33340361884456754,False,RAB34,"RAB34, member RAS oncogene family",protein-coding
23408,0.2932948053274117,0.0783341225697239,0.33340361884456754,False,SIRT5,sirtuin 5,protein-coding
10780,0.3719125534548525,0.07295047634960174,0.33340361884456754,False,ZNF234,zinc finger protein 234,protein-coding
9854,0.4341545229693575,0.08137369652485694,0.33340361884456754,False,C2CD2L,C2CD2 like,protein-coding
100113407,0.857577092204659,0.023278996590862768,0.33340361884456754,False,TMEM170B,transmembrane protein 170B,protein-coding
112267953,0.49966377203937373,0.0854894088879552,0.33340361884456754,False,LOC112267953,,
105374925,0.4290463362390098,0.032797134771976745,0.33340361884456754,False,LOC105374925,uncharacterized LOC105374925,ncRNA
9308,0.4044377843656257,0.07786595676790231,0.33340361884456754,False,CD83,CD83 molecule,protein-coding
4739,0.5434307267528964,0.09399360852607987,0.33340361884456754,False,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",protein-coding
100379224,0.47134453377535324,0.053083049249802755,0.33340361884456754,False,ZNF225-AS1,ZNF225 and ZNF224 antisense RNA 1,ncRNA
51522,0.5417761405690582,0.06150120334969469,0.33340361884456754,False,TMEM14C,transmembrane protein 14C,protein-coding
867,0.8024509773561457,0.04945082153215414,0.33340361884456754,False,CBL,Cbl proto-oncogene,protein-coding
51000,0.5153703245186632,0.07690934027928698,0.33340361884456754,False,SLC35B3,solute carrier family 35 member B3,protein-coding
63915,0.3792323643358566,0.07826031413877317,0.33340361884456754,False,BLOC1S5,biogenesis of lysosomal organelles complex 1 subunit 5,protein-coding
100526837,0.3854236623242504,0.07868528021565632,0.33340361884456754,False,EEF1E1-BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate),ncRNA
81567,0.6645237210506112,0.09494839298533528,0.33340361884456754,False,TXNDC5,thioredoxin domain containing 5,protein-coding
100526836,0.6470859218291665,0.10013004922764963,0.33340361884456754,False,BLOC1S5-TXNDC5,BLOC1S5-TXNDC5 readthrough (NMD candidate),ncRNA
4152,0.46603760799207805,0.10875939655600896,0.33340361884456754,False,MBD1,methyl-CpG binding domain protein 1,protein-coding
107075116,0.4159847859340605,0.02827413270435524,0.33340361884456754,False,MIR3142HG,MIR3142 host gene,ncRNA
101930071,0.2584812016414879,0.0961188167690808,0.33340361884456754,False,LOC101930071,uncharacterized LOC101930071,ncRNA
10569,0.6374759480157866,0.07108931023627788,0.33340361884456754,False,SLU7,"SLU7 homolog, splicing factor",protein-coding
102724020,0.5687474931307291,0.008161448387529302,0.33340361884456754,False,LOC102724020,uncharacterized LOC102724020,ncRNA
134549,0.2627052871174361,0.056790582605434216,0.33340361884456754,False,SHROOM1,shroom family member 1,protein-coding
101927761,0.39541079795913014,0.1188522077032028,0.33340361884456754,False,TH2LCRR,T helper type 2 locus control region associated RNA,ncRNA
10111,0.4976897791797694,0.10116718727060367,0.33340361884456754,False,RAD50,RAD50 double strand break repair protein,protein-coding
79736,0.3163361634262526,0.061022281241657324,0.33340361884456754,False,TEFM,"transcription elongation factor, mitochondrial",protein-coding
84282,0.3950861423073131,0.08705108988422802,0.33340361884456754,False,RNF135,ring finger protein 135,protein-coding
6584,0.46479002307201234,0.0361897013252665,0.33340361884456754,False,SLC22A5,solute carrier family 22 member 5,protein-coding
553103,0.4411273300590359,0.06765217469200628,0.33340361884456754,False,MIR3936HG,MIR3936 host gene,ncRNA
6583,0.5354189757049248,0.1050143877383886,0.33340361884456754,False,SLC22A4,solute carrier family 22 member 4,protein-coding
23305,0.413714958745378,0.045397809910305655,0.33340361884456754,False,ACSL6,acyl-CoA synthetase long chain family member 6,protein-coding
96459,0.7005920070182179,0.07353600133035568,0.33340361884456754,False,FNIP1,folliculin interacting protein 1,protein-coding
51735,0.7489445269276904,0.062100555900261895,0.33340361884456754,False,RAPGEF6,Rap guanine nucleotide exchange factor 6,protein-coding
64581,0.7700254430715381,0.06964260836110144,0.33340361884456754,False,CLEC7A,C-type lectin domain containing 7A,protein-coding
90624,0.5132177107022972,0.05309503324531294,0.33340361884456754,False,LYRM7,LYR motif containing 7,protein-coding
51320,0.8143978672959489,0.06108343430277617,0.33340361884456754,False,MEX3C,mex-3 RNA binding family member C,protein-coding
8302,0.5574773053351249,0.11601390378222977,0.33340361884456754,False,KLRC4,killer cell lectin like receptor C4,protein-coding
133619,0.6000870724950054,0.06663649462468108,0.33340361884456754,False,PRRC1,proline rich coiled-coil 1,protein-coding
150209,0.3180811866760951,0.0881552095387988,0.33340361884456754,False,AIFM3,apoptosis inducing factor mitochondria associated 3,protein-coding
27125,0.6812363164629174,0.07604804511267713,0.33340361884456754,False,AFF4,ALF transcription elongation factor 4,protein-coding
54819,0.5103566333341814,0.05112414104225346,0.33340361884456754,False,ZCCHC10,zinc finger CCHC-type containing 10,protein-coding
3308,0.51709822435914,0.1135371694456157,0.33340361884456754,False,HSPA4,heat shock protein family A (Hsp70) member 4,protein-coding
7045,0.562267233313019,0.12189867583268799,0.33340361884456754,False,TGFBI,transforming growth factor beta induced,protein-coding
105379189,0.4770340425081163,0.050215185111721336,0.33340361884456754,False,LOC105379189,uncharacterized LOC105379189,ncRNA
9555,0.5496789703968195,0.05896571296624169,0.33340361884456754,False,MACROH2A1,macroH2A.1 histone,protein-coding
100996485,0.49456157848198723,0.06309317480041934,0.33340361884456754,False,PITX1-AS1,PITX1 antisense RNA 1,ncRNA
79770,0.5235172988950567,0.07190468806089438,0.33340361884456754,False,TXNDC15,thioredoxin domain containing 15,protein-coding
134553,0.5974947530917515,0.024997245508878985,0.33340361884456754,False,C5orf24,chromosome 5 open reading frame 24,protein-coding
9879,0.5753649720908296,0.12009354926999889,0.33340361884456754,False,DDX46,DEAD-box helicase 46,protein-coding
819,0.5026936955758279,0.10707770324440731,0.33340361884456754,False,CAMLG,calcium modulating ligand,protein-coding
51808,0.54495702661926,0.07358272887175397,0.33340361884456754,False,PHAX,phosphorylated adaptor for RNA export,protein-coding
10802,0.45591389197256604,0.08654062898912282,0.33340361884456754,False,SEC24A,"SEC24 homolog A, COPII coat complex component",protein-coding
101927556,0.4486850687885957,0.10133552285423253,0.33340361884456754,False,LOC101927556,uncharacterized LOC101927556,ncRNA
374443,0.487201591711935,0.1047257425528413,0.33340361884456754,False,LOC374443,C-type lectin domain family 2 member D pseudogene,pseudo
29121,0.7417647708564408,0.06816938011564505,0.33340361884456754,False,CLEC2D,C-type lectin domain family 2 member D,protein-coding
4089,0.5664985152816455,0.10600503708117984,0.33340361884456754,False,SMAD4,SMAD family member 4,protein-coding
100500905,0.5987211384317179,0.06321642156411558,0.33340361884456754,False,MIR3661,microRNA 3661,ncRNA
5515,0.5262455414822313,0.08062698346849936,0.33340361884456754,False,PPP2CA,protein phosphatase 2 catalytic subunit alpha,protein-coding
160364,0.9933391467898574,0.005670986826922822,0.33340361884456754,False,CLEC12A,C-type lectin domain family 12 member A,protein-coding
387837,0.4547771421544494,0.027577885840559133,0.33340361884456754,False,CLEC12B,C-type lectin domain family 12 member B,protein-coding
51128,0.5227010328992077,0.05561920958454471,0.33340361884456754,False,SAR1B,secretion associated Ras related GTPase 1B,protein-coding
4090,0.3976301984646917,0.06883999292968569,0.33340361884456754,False,SMAD5,SMAD family member 5,protein-coding
1456,0.6500499556525607,0.0313771073647774,0.33340361884456754,False,CSNK1G3,casein kinase 1 gamma 3,protein-coding
153443,0.4219808387235474,0.08431396483973427,0.33340361884456754,False,SRFBP1,serum response factor binding protein 1,protein-coding
4124,0.7279092696465315,0.05113084484239022,0.33340361884456754,False,MAN2A1,mannosidase alpha class 2A member 1,protein-coding
9867,0.8570375319359718,0.04749672757287974,0.33340361884456754,False,PJA2,praja ring finger ubiquitin ligase 2,protein-coding
285638,0.23626130516646016,0.0871390374999023,0.33340361884456754,False,LOC285638,uncharacterized LOC285638,ncRNA
107984485,0.43175756766842566,0.032473755116400105,0.33340361884456754,False,LOC107984485,,
23262,0.5645325730464874,0.05120265731283242,0.33340361884456754,False,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,protein-coding
5066,0.4416282407362071,0.06011154317471221,0.33340361884456754,False,PAM,peptidylglycine alpha-amidating monooxygenase,protein-coding
353189,0.4572785289655563,0.10827110222338168,0.33340361884456754,False,SLCO4C1,solute carrier organic anion transporter family member 4C1,protein-coding
7903,0.9695315608268116,0.027686798830800982,0.33340361884456754,False,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",protein-coding
345757,0.6865322500524673,0.02691331168371119,0.33340361884456754,False,FAM174A,family with sequence similarity 174 member A,protein-coding
102724810,0.4918976036795515,0.08631680662060823,0.33340361884456754,False,CHD1-DT,CHD1 divergent transcript,ncRNA
64167,0.5490883909287283,0.09973971981372277,0.33340361884456754,False,ERAP2,endoplasmic reticulum aminopeptidase 2,protein-coding
102724748,0.5116373486234738,0.08917001536942618,0.33340361884456754,False,LOC102724748,,
51752,0.5974436866864767,0.08780442682335973,0.33340361884456754,False,ERAP1,endoplasmic reticulum aminopeptidase 1,protein-coding
22936,0.3414123710854041,0.024836638334856782,0.33340361884456754,False,ELL2,elongation factor for RNA polymerase II 2,protein-coding
2745,0.43189439705134447,0.07461324598374182,0.33340361884456754,False,GLRX,glutaredoxin,protein-coding
9652,0.6374049943346376,0.08434537260335696,0.33340361884456754,False,SKIC3,SKI3 subunit of superkiller complex,protein-coding
79772,0.5219978062887551,0.04158735118717045,0.33340361884456754,False,MCTP1,multiple C2 and transmembrane domain containing 1,protein-coding
91137,0.7670638332063304,0.022435671325781177,0.33340361884456754,False,SLC25A46,solute carrier family 25 member 46,protein-coding
134430,0.5404510609780184,0.08160974289442254,0.33340361884456754,False,WDR36,WD repeat domain 36,protein-coding
814,0.47920790996892826,0.07817645537520623,0.33340361884456754,False,CAMK4,calcium/calmodulin dependent protein kinase IV,protein-coding
134429,0.3839912329383476,0.06975881241652261,0.33340361884456754,False,STARD4,StAR related lipid transfer domain containing 4,protein-coding
3295,0.503104461642315,0.12002102874449527,0.33340361884456754,False,HSD17B4,hydroxysteroid 17-beta dehydrogenase 4,protein-coding
25816,0.6637493394884939,0.06795365981767998,0.33340361884456754,False,TNFAIP8,TNF alpha induced protein 8,protein-coding
1657,0.5569163430251654,0.06043812649108486,0.33340361884456754,False,DMXL1,Dmx like 1,protein-coding
